axis,point,output,cell,golden,mvp,match,abs_diff,rel_diff,note
shock_year,shock_year=2,output_delta[year=3],D14,2.472684,2.472684,True,0.000e+00,0.000e+00,
shock_year,shock_year=2,output_delta[year=4],E14,3.768804,3.768804,True,0.000e+00,0.000e+00,
shock_year,shock_year=2,output_delta[year=5],F14,5.092916,5.092916,True,0.000e+00,0.000e+00,
shock_year,shock_year=3,output_baseline[year=1],B12,61.289855,61.289855,True,0.000e+00,0.000e+00,
shock_year,shock_year=3,output_baseline[year=2],C12,62.085941,62.085941,True,0.000e+00,0.000e+00,
shock_year,shock_year=3,output_baseline[year=3],D12,62.385873,62.385873,True,0.000e+00,0.000e+00,
shock_year,shock_year=3,output_baseline[year=4],E12,62.187254,62.187254,True,0.000e+00,0.000e+00,
shock_year,shock_year=3,output_baseline[year=5],F12,61.487676,61.487676,True,0.000e+00,0.000e+00,
shock_year,shock_year=3,output_shocked[year=1],B13,61.289855,61.289855,True,0.000e+00,0.000e+00,
shock_year,shock_year=3,output_shocked[year=2],C13,62.085941,62.085941,True,0.000e+00,0.000e+00,
shock_year,shock_year=3,output_shocked[year=3],D13,63.615152,63.615152,True,0.000e+00,0.000e+00,
shock_year,shock_year=3,output_shocked[year=4],E13,64.682027,64.682027,True,0.000e+00,0.000e+00,
shock_year,shock_year=3,output_shocked[year=5],F13,65.275181,65.275181,True,0.000e+00,0.000e+00,
shock_year,shock_year=3,output_delta[year=1],B14,0.000000,0.000000,True,0.000e+00,0.000e+00,
shock_year,shock_year=3,output_delta[year=2],C14,0.000000,0.000000,True,0.000e+00,0.000e+00,
shock_year,shock_year=3,output_delta[year=3],D14,1.229278,1.229278,True,0.000e+00,0.000e+00,
shock_year,shock_year=3,output_delta[year=4],E14,2.494773,2.494773,True,0.000e+00,0.000e+00,
shock_year,shock_year=3,output_delta[year=5],F14,3.787505,3.787505,True,0.000e+00,0.000e+00,
shock_year,shock_year=4,output_baseline[year=1],B12,61.289855,61.289855,True,0.000e+00,0.000e+00,
shock_year,shock_year=4,output_baseline[year=2],C12,62.085941,62.085941,True,0.000e+00,0.000e+00,
shock_year,shock_year=4,output_baseline[year=3],D12,62.385873,62.385873,True,0.000e+00,0.000e+00,
shock_year,shock_year=4,output_baseline[year=4],E12,62.187254,62.187254,True,0.000e+00,0.000e+00,
shock_year,shock_year=4,output_baseline[year=5],F12,61.487676,61.487676,True,0.000e+00,0.000e+00,
shock_year,shock_year=4,output_shocked[year=1],B13,61.289855,61.289855,True,0.000e+00,0.000e+00,
shock_year,shock_year=4,output_shocked[year=2],C13,62.085941,62.085941,True,0.000e+00,0.000e+00,
shock_year,shock_year=4,output_shocked[year=3],D13,62.385873,62.385873,True,0.000e+00,0.000e+00,
shock_year,shock_year=4,output_shocked[year=4],E13,63.422471,63.422471,True,0.000e+00,0.000e+00,
shock_year,shock_year=4,output_shocked[year=5],F13,63.984601,63.984601,True,0.000e+00,0.000e+00,
shock_year,shock_year=4,output_delta[year=1],B14,0.000000,0.000000,True,0.000e+00,0.000e+00,
shock_year,shock_year=4,output_delta[year=2],C14,0.000000,0.000000,True,0.000e+00,0.000e+00,
shock_year,shock_year=4,output_delta[year=3],D14,0.000000,0.000000,True,0.000e+00,0.000e+00,
shock_year,shock_year=4,output_delta[year=4],E14,1.235217,1.235217,True,0.000e+00,0.000e+00,
shock_year,shock_year=4,output_delta[year=5],F14,2.496925,2.496925,True,0.000e+00,0.000e+00,
shock_year,shock_year=5,output_baseline[year=1],B12,61.289855,61.289855,True,0.000e+00,0.000e+00,
shock_year,shock_year=5,output_baseline[year=2],C12,62.085941,62.085941,True,0.000e+00,0.000e+00,
shock_year,shock_year=5,output_baseline[year=3],D12,62.385873,62.385873,True,0.000e+00,0.000e+00,
shock_year,shock_year=5,output_baseline[year=4],E12,62.187254,62.187254,True,0.000e+00,0.000e+00,
shock_year,shock_year=5,output_baseline[year=5],F12,61.487676,61.487676,True,0.000e+00,0.000e+00,
shock_year,shock_year=5,output_shocked[year=1],B13,61.289855,61.289855,True,0.000e+00,0.000e+00,
shock_year,shock_year=5,output_shocked[year=2],C13,62.085941,62.085941,True,0.000e+00,0.000e+00,
shock_year,shock_year=5,output_shocked[year=3],D13,62.385873,62.385873,True,0.000e+00,0.000e+00,
shock_year,shock_year=5,output_shocked[year=4],E13,62.187254,62.187254,True,0.000e+00,0.000e+00,
shock_year,shock_year=5,output_shocked[year=5],F13,62.718960,62.718960,True,0.000e+00,0.000e+00,
shock_year,shock_year=5,output_delta[year=1],B14,0.000000,0.000000,True,0.000e+00,0.000e+00,
shock_year,shock_year=5,output_delta[year=2],C14,0.000000,0.000000,True,0.000e+00,0.000e+00,
shock_year,shock_year=5,output_delta[year=3],D14,0.000000,0.000000,True,0.000e+00,0.000e+00,
shock_year,shock_year=5,output_delta[year=4],E14,0.000000,0.000000,True,0.000e+00,0.000e+00,
shock_year,shock_year=5,output_delta[year=5],F14,1.231284,1.231284,True,0.000e+00,0.000e+00,
shock_type,shock_type=1,output_baseline[year=1],B12,61.289855,61.289855,True,0.000e+00,0.000e+00,
shock_type,shock_type=1,output_baseline[year=2],C12,62.085941,62.085941,True,0.000e+00,0.000e+00,
shock_type,shock_type=1,output_baseline[year=3],D12,62.385873,62.385873,True,0.000e+00,0.000e+00,
shock_type,shock_type=1,output_baseline[year=4],E12,62.187254,62.187254,True,0.000e+00,0.000e+00,
shock_type,shock_type=1,output_baseline[year=5],F12,61.487676,61.487676,True,0.000e+00,0.000e+00,
shock_type,shock_type=1,output_shocked[year=1],B13,61.289855,61.289855,True,0.000e+00,0.000e+00,
shock_type,shock_type=1,output_shocked[year=2],C13,63.299457,63.299457,True,0.000e+00,0.000e+00,
shock_type,shock_type=1,output_shocked[year=3],D13,64.858557,64.858557,True,0.000e+00,0.000e+00,
shock_type,shock_type=1,output_shocked[year=4],E13,65.956059,65.956059,True,0.000e+00,0.000e+00,
shock_type,shock_type=1,output_shocked[year=5],F13,66.580592,66.580592,True,0.000e+00,0.000e+00,
shock_type,shock_type=1,output_delta[year=1],B14,0.000000,0.000000,True,0.000e+00,0.000e+00,
shock_type,shock_type=1,output_delta[year=2],C14,1.213516,1.213516,True,0.000e+00,0.000e+00,
shock_type,shock_type=1,output_delta[year=3],D14,2.472684,2.472684,True,0.000e+00,0.000e+00,
shock_type,shock_type=1,output_delta[year=4],E14,3.768804,3.768804,True,0.000e+00,0.000e+00,
shock_type,shock_type=1,output_delta[year=5],F14,5.092916,5.092916,True,0.000e+00,0.000e+00,
shock_type,shock_type=2,output_baseline[year=1],B12,61.289855,61.289855,True,0.000e+00,0.000e+00,
shock_type,shock_type=2,output_baseline[year=2],C12,62.085941,62.085941,True,0.000e+00,0.000e+00,
shock_type,shock_type=2,output_baseline[year=3],D12,62.385873,62.385873,True,0.000e+00,0.000e+00,
shock_type,shock_type=2,output_baseline[year=4],E12,62.187254,62.187254,True,0.000e+00,0.000e+00,
shock_type,shock_type=2,output_baseline[year=5],F12,61.487676,61.487676,True,0.000e+00,0.000e+00,
shock_type,shock_type=2,output_shocked[year=1],B13,61.289855,61.289855,True,0.000e+00,0.000e+00,
shock_type,shock_type=2,output_shocked[year=2],C13,63.270286,63.270286,True,0.000e+00,0.000e+00,
shock_type,shock_type=2,output_shocked[year=3],D13,64.798554,64.798554,True,0.000e+00,0.000e+00,
shock_type,shock_type=2,output_shocked[year=4],E13,65.863737,65.863737,True,0.000e+00,0.000e+00,
shock_type,shock_type=2,output_shocked[year=5],F13,66.454648,66.454648,True,0.000e+00,0.000e+00,
shock_type,shock_type=2,output_delta[year=1],B14,0.000000,0.000000,True,0.000e+00,0.000e+00,
shock_type,shock_type=2,output_delta[year=2],C14,1.184345,1.184345,True,0.000e+00,0.000e+00,
shock_type,shock_type=2,output_delta[year=3],D14,2.412681,2.412681,True,0.000e+00,0.000e+00,
shock_type,shock_type=2,output_delta[year=4],E14,3.676482,3.676482,True,0.000e+00,0.000e+00,
shock_type,shock_type=2,output_delta[year=5],F14,4.966972,4.966972,True,0.000e+00,0.000e+00,
shock_type,shock_type=3,output_baseline[year=1],B12,61.289855,61.289855,True,0.000e+00,0.000e+00,
shock_type,shock_type=3,output_baseline[year=2],C12,62.085941,62.085941,True,0.000e+00,0.000e+00,
shock_type,shock_type=3,output_baseline[year=3],D12,62.385873,62.385873,True,0.000e+00,0.000e+00,
shock_type,shock_type=3,output_baseline[year=4],E12,62.187254,62.187254,True,0.000e+00,0.000e+00,
shock_type,shock_type=3,output_baseline[year=5],F12,61.487676,61.487676,True,0.000e+00,0.000e+00,
shock_type,shock_type=3,output_shocked[year=1],B13,61.289855,61.289855,True,0.000e+00,0.000e+00,
shock_type,shock_type=3,output_shocked[year=2],C13,63.085941,63.085941,True,0.000e+00,0.000e+00,
shock_type,shock_type=3,output_shocked[year=3],D13,64.390704,64.390704,True,0.000e+00,0.000e+00,
shock_type,shock_type=3,output_shocked[year=4],E13,65.201771,65.201771,True,0.000e+00,0.000e+00,
shock_type,shock_type=3,output_shocked[year=5],F13,65.516755,65.516755,True,0.000e+00,0.000e+00,
shock_type,shock_type=3,output_delta[year=1],B14,0.000000,0.000000,True,0.000e+00,0.000e+00,
shock_type,shock_type=3,output_delta[year=2],C14,1.000000,1.000000,True,0.000e+00,0.000e+00,
shock_type,shock_type=3,output_delta[year=3],D14,2.004831,2.004831,True,0.000e+00,0.000e+00,
shock_type,shock_type=3,output_delta[year=4],E14,3.014516,3.014516,True,0.000e+00,0.000e+00,
shock_type,shock_type=3,output_delta[year=5],F14,4.029079,4.029079,True,0.000e+00,0.000e+00,
shock_table[growth],shock_table[growth]=-3.0,output_baseline[year=1],B12,61.289855,61.289855,True,0.000e+00,0.000e+00,
shock_table[growth],shock_table[growth]=-3.0,output_baseline[year=2],C12,62.085941,62.085941,True,0.000e+00,0.000e+00,
shock_table[growth],shock_table[growth]=-3.0,output_baseline[year=3],D12,62.385873,62.385873,True,0.000e+00,0.000e+00,
shock_table[growth],shock_table[growth]=-3.0,output_baseline[year=4],E12,62.187254,62.187254,True,0.000e+00,0.000e+00,
shock_table[growth],shock_table[growth]=-3.0,output_baseline[year=5],F12,61.487676,61.487676,True,0.000e+00,0.000e+00,
shock_table[growth],shock_table[growth]=-3.0,output_shocked[year=1],B13,61.289855,61.289855,True,0.000e+00,0.000e+00,
shock_table[growth],shock_table[growth]=-3.0,output_shocked[year=2],C13,63.924328,63.924328,True,0.000e+00,0.000e+00,
shock_table[growth],shock_table[growth]=-3.0,output_shocked[year=3],D13,66.150548,66.150548,True,0.000e+00,0.000e+00,
shock_table[growth],shock_table[growth]=-3.0,output_shocked[year=4],E13,67.954298,67.954298,True,0.000e+00,0.000e+00,
shock_table[growth],shock_table[growth]=-3.0,output_shocked[year=5],F13,69.320866,69.320866,True,0.000e+00,0.000e+00,
shock_table[growth],shock_table[growth]=-3.0,output_delta[year=1],B14,0.000000,0.000000,True,0.000e+00,0.000e+00,
shock_table[growth],shock_table[growth]=-3.0,output_delta[year=2],C14,1.838386,1.838386,True,0.000e+00,0.000e+00,
shock_table[growth],shock_table[growth]=-3.0,output_delta[year=3],D14,3.764675,3.764675,True,0.000e+00,0.000e+00,
shock_table[growth],shock_table[growth]=-3.0,output_delta[year=4],E14,5.767044,5.767044,True,0.000e+00,0.000e+00,
shock_table[growth],shock_table[growth]=-3.0,output_delta[year=5],F14,7.833190,7.833190,True,0.000e+00,0.000e+00,
shock_table[growth],shock_table[growth]=-2.0,output_baseline[year=1],B12,61.289855,61.289855,True,0.000e+00,0.000e+00,
shock_table[growth],shock_table[growth]=-2.0,output_baseline[year=2],C12,62.085941,62.085941,True,0.000e+00,0.000e+00,
shock_table[growth],shock_table[growth]=-2.0,output_baseline[year=3],D12,62.385873,62.385873,True,0.000e+00,0.000e+00,
shock_table[growth],shock_table[growth]=-2.0,output_baseline[year=4],E12,62.187254,62.187254,True,0.000e+00,0.000e+00,
shock_table[growth],shock_table[growth]=-2.0,output_baseline[year=5],F12,61.487676,61.487676,True,0.000e+00,0.000e+00,
shock_table[growth],shock_table[growth]=-2.0,output_shocked[year=1],B13,61.289855,61.289855,True,0.000e+00,0.000e+00,
shock_table[growth],shock_table[growth]=-2.0,output_shocked[year=2],C13,63.299457,63.299457,True,0.000e+00,0.000e+00,
shock_table[growth],shock_table[growth]=-2.0,output_shocked[year=3],D13,64.858557,64.858557,True,0.000e+00,0.000e+00,
shock_table[growth],shock_table[growth]=-2.0,output_shocked[year=4],E13,65.956059,65.956059,True,0.000e+00,0.000e+00,
shock_table[growth],shock_table[growth]=-2.0,output_shocked[year=5],F13,66.580592,66.580592,True,0.000e+00,0.000e+00,
shock_table[growth],shock_table[growth]=-2.0,output_delta[year=1],B14,0.000000,0.000000,True,0.000e+00,0.000e+00,
shock_table[growth],shock_table[growth]=-2.0,output_delta[year=2],C14,1.213516,1.213516,True,0.000e+00,0.000e+00,
shock_table[growth],shock_table[growth]=-2.0,output_delta[year=3],D14,2.472684,2.472684,True,0.000e+00,0.000e+00,
shock_table[growth],shock_table[growth]=-2.0,output_delta[year=4],E14,3.768804,3.768804,True,0.000e+00,0.000e+00,
shock_table[growth],shock_table[growth]=-2.0,output_delta[year=5],F14,5.092916,5.092916,True,0.000e+00,0.000e+00,
shock_table[growth],shock_table[growth]=-1.0,output_baseline[year=1],B12,61.289855,61.289855,True,0.000e+00,0.000e+00,
shock_table[growth],shock_table[growth]=-1.0,output_baseline[year=2],C12,62.085941,62.085941,True,0.000e+00,0.000e+00,
shock_table[growth],shock_table[growth]=-1.0,output_baseline[year=3],D12,62.385873,62.385873,True,0.000e+00,0.000e+00,
shock_table[growth],shock_table[growth]=-1.0,output_baseline[year=4],E12,62.187254,62.187254,True,0.000e+00,0.000e+00,
shock_table[growth],shock_table[growth]=-1.0,output_baseline[year=5],F12,61.487676,61.487676,True,0.000e+00,0.000e+00,
shock_table[growth],shock_table[growth]=-1.0,output_shocked[year=1],B13,61.289855,61.289855,True,0.000e+00,0.000e+00,
shock_table[growth],shock_table[growth]=-1.0,output_shocked[year=2],C13,62.686780,62.686780,True,0.000e+00,0.000e+00,
shock_table[growth],shock_table[growth]=-1.0,output_shocked[year=3],D13,63.604147,63.604147,True,0.000e+00,0.000e+00,
shock_table[growth],shock_table[growth]=-1.0,output_shocked[year=4],E13,64.034940,64.034940,True,0.000e+00,0.000e+00,
shock_table[growth],shock_table[growth]=-1.0,output_shocked[year=5],F13,63.972036,63.972036,True,0.000e+00,0.000e+00,
shock_table[growth],shock_table[growth]=-1.0,output_delta[year=1],B14,0.000000,0.000000,True,0.000e+00,0.000e+00,
shock_table[growth],shock_table[growth]=-1.0,output_delta[year=2],C14,0.600838,0.600838,True,0.000e+00,0.000e+00,
shock_table[growth],shock_table[growth]=-1.0,output_delta[year=3],D14,1.218274,1.218274,True,0.000e+00,0.000e+00,
shock_table[growth],shock_table[growth]=-1.0,output_delta[year=4],E14,1.847685,1.847685,True,0.000e+00,0.000e+00,
shock_table[growth],shock_table[growth]=-1.0,output_delta[year=5],F14,2.484360,2.484360,True,0.000e+00,0.000e+00,
shock_table[growth],shock_table[growth]=+0.0,output_baseline[year=1],B12,61.289855,61.289855,True,0.000e+00,0.000e+00,
shock_table[growth],shock_table[growth]=+0.0,output_baseline[year=2],C12,62.085941,62.085941,True,0.000e+00,0.000e+00,
shock_table[growth],shock_table[growth]=+0.0,output_baseline[year=3],D12,62.385873,62.385873,True,0.000e+00,0.000e+00,
shock_table[growth],shock_table[growth]=+0.0,output_baseline[year=4],E12,62.187254,62.187254,True,0.000e+00,0.000e+00,
shock_table[growth],shock_table[growth]=+0.0,output_baseline[year=5],F12,61.487676,61.487676,True,0.000e+00,0.000e+00,
shock_table[growth],shock_table[growth]=+0.0,output_shocked[year=1],B13,61.289855,61.289855,True,0.000e+00,0.000e+00,
shock_table[growth],shock_table[growth]=+0.0,output_shocked[year=2],C13,62.085941,62.085941,True,0.000e+00,0.000e+00,
shock_table[growth],shock_table[growth]=+0.0,output_shocked[year=3],D13,62.385873,62.385873,True,0.000e+00,0.000e+00,
shock_table[growth],shock_table[growth]=+0.0,output_shocked[year=4],E13,62.187254,62.187254,True,0.000e+00,0.000e+00,
shock_table[growth],shock_table[growth]=+0.0,output_shocked[year=5],F13,61.487676,61.487676,True,0.000e+00,0.000e+00,
shock_table[growth],shock_table[growth]=+0.0,output_delta[year=1],B14,0.000000,0.000000,True,0.000e+00,0.000e+00,
shock_table[growth],shock_table[growth]=+0.0,output_delta[year=2],C14,0.000000,0.000000,True,0.000e+00,0.000e+00,
shock_table[growth],shock_table[growth]=+0.0,output_delta[year=3],D14,0.000000,0.000000,True,0.000e+00,0.000e+00,
shock_table[growth],shock_table[growth]=+0.0,output_delta[year=4],E14,0.000000,0.000000,True,0.000e+00,0.000e+00,
shock_table[growth],shock_table[growth]=+0.0,output_delta[year=5],F14,0.000000,0.000000,True,0.000e+00,0.000e+00,
shock_table[growth],shock_table[growth]=+1.0,output_baseline[year=1],B12,61.289855,61.289855,True,0.000e+00,0.000e+00,
shock_table[growth],shock_table[growth]=+1.0,output_baseline[year=2],C12,62.085941,62.085941,True,0.000e+00,0.000e+00,
shock_table[growth],shock_table[growth]=+1.0,output_baseline[year=3],D12,62.385873,62.385873,True,0.000e+00,0.000e+00,
shock_table[growth],shock_table[growth]=+1.0,output_baseline[year=4],E12,62.187254,62.187254,True,0.000e+00,0.000e+00,
shock_table[growth],shock_table[growth]=+1.0,output_baseline[year=5],F12,61.487676,61.487676,True,0.000e+00,0.000e+00,
shock_table[growth],shock_table[growth]=+1.0,output_shocked[year=1],B13,61.289855,61.289855,True,0.000e+00,0.000e+00,
shock_table[growth],shock_table[growth]=+1.0,output_shocked[year=2],C13,61.496602,61.496602,True,0.000e+00,0.000e+00,
shock_table[growth],shock_table[growth]=+1.0,output_shocked[year=3],D13,61.202360,61.202360,True,0.000e+00,0.000e+00,
shock_table[growth],shock_table[growth]=+1.0,output_shocked[year=4],E13,60.409526,60.409526,True,0.000e+00,0.000e+00,
shock_table[growth],shock_table[growth]=+1.0,output_shocked[year=5],F13,59.120485,59.120485,True,0.000e+00,0.000e+00,
shock_table[growth],shock_table[growth]=+1.0,output_delta[year=1],B14,0.000000,0.000000,True,0.000e+00,0.000e+00,
shock_table[growth],shock_table[growth]=+1.0,output_delta[year=2],C14,-0.589339,-0.589339,True,0.000e+00,0.000e+00,
shock_table[growth],shock_table[growth]=+1.0,output_delta[year=3],D14,-1.183513,-1.183513,True,0.000e+00,0.000e+00,
shock_table[growth],shock_table[growth]=+1.0,output_delta[year=4],E14,-1.777729,-1.777729,True,0.000e+00,0.000e+00,
shock_table[growth],shock_table[growth]=+1.0,output_delta[year=5],F14,-2.367191,-2.367191,True,0.000e+00,0.000e+00,
growth_baseline[year=1],growth_baseline[year=1]=+0.0,output_baseline[year=1],B12,63.400000,63.400000,True,0.000e+00,0.000e+00,
growth_baseline[year=1],growth_baseline[year=1]=+0.0,output_baseline[year=2],C12,64.206280,64.206280,True,0.000e+00,0.000e+00,
growth_baseline[year=1],growth_baseline[year=1]=+0.0,output_baseline[year=3],D12,64.516455,64.516455,True,0.000e+00,0.000e+00,
growth_baseline[year=1],growth_baseline[year=1]=+0.0,output_baseline[year=4],E12,64.328129,64.328129,True,0.000e+00,0.000e+00,
growth_baseline[year=1],growth_baseline[year=1]=+0.0,output_baseline[year=5],F12,63.638893,63.638893,True,0.000e+00,0.000e+00,
growth_baseline[year=1],growth_baseline[year=1]=+0.0,output_shocked[year=1],B13,63.400000,63.400000,True,0.000e+00,0.000e+00,
growth_baseline[year=1],growth_baseline[year=1]=+0.0,output_shocked[year=2],C13,65.461576,65.461576,True,0.000e+00,0.000e+00,
growth_baseline[year=1],growth_baseline[year=1]=+0.0,output_shocked[year=3],D13,67.073930,67.073930,True,0.000e+00,0.000e+00,
growth_baseline[year=1],growth_baseline[year=1]=+0.0,output_shocked[year=4],E13,68.225998,68.225998,True,0.000e+00,0.000e+00,
growth_baseline[year=1],growth_baseline[year=1]=+0.0,output_shocked[year=5],F13,68.906441,68.906441,True,0.000e+00,0.000e+00,
