scenario_id,cell_address,cell_label,excel_value,mvp_value,abs_diff,rel_diff,passed,matched_error,flagged_matched_error
canonical:Borvelia:interest_shock,Outputs!F14,output_delta[year=5],4.966972157585623,4.966972157585623,0.0,0.0,True,False,False
canonical:Borvelia:primary_balance_shock,Outputs!B12,output_baseline[year=1],61.28985507246378,61.28985507246378,0.0,0.0,True,False,False
canonical:Borvelia:primary_balance_shock,Outputs!C12,output_baseline[year=2],62.0859413288525,62.0859413288525,0.0,0.0,True,False,False
canonical:Borvelia:primary_balance_shock,Outputs!D12,output_baseline[year=3],62.38587341256677,62.38587341256677,0.0,0.0,True,False,False
canonical:Borvelia:primary_balance_shock,Outputs!E12,output_baseline[year=4],62.18725444354536,62.18725444354536,0.0,0.0,True,False,False
canonical:Borvelia:primary_balance_shock,Outputs!F12,output_baseline[year=5],61.487675962596306,61.487675962596306,0.0,0.0,True,False,False
canonical:Borvelia:primary_balance_shock,Outputs!B13,output_shocked[year=1],61.28985507246378,61.289855072463766,1.4210854715202004e-14,2.3186308237146796e-16,True,False,False
canonical:Borvelia:primary_balance_shock,Outputs!C13,output_shocked[year=2],63.0859413288525,63.08594132885249,7.105427357601002e-15,1.1263091598430852e-16,True,False,False
canonical:Borvelia:primary_balance_shock,Outputs!D13,output_shocked[year=3],64.39070433044117,64.39070433044115,1.4210854715202004e-14,2.2069730193157275e-16,True,False,False
canonical:Borvelia:primary_balance_shock,Outputs!E13,output_shocked[year=4],65.20177053493606,65.20177053493605,1.4210854715202004e-14,2.1795197582230716e-16,True,False,False
canonical:Borvelia:primary_balance_shock,Outputs!F13,output_shocked[year=5],65.51675493365556,65.51675493365555,1.4210854715202004e-14,2.169041297846999e-16,True,False,False
canonical:Borvelia:primary_balance_shock,Outputs!B14,output_delta[year=1],0.0,-1.4210854715202004e-14,1.4210854715202004e-14,inf,True,False,False
canonical:Borvelia:primary_balance_shock,Outputs!C14,output_delta[year=2],1.0,0.9999999999999929,7.105427357601002e-15,7.105427357601002e-15,True,False,False
canonical:Borvelia:primary_balance_shock,Outputs!D14,output_delta[year=3],2.0048309178744006,2.0048309178743864,1.4210854715202004e-14,7.088305845895924e-15,True,False,False
canonical:Borvelia:primary_balance_shock,Outputs!E14,output_delta[year=4],3.0145160913906963,3.014516091390682,1.4210854715202004e-14,4.714141269899828e-15,True,False,False
canonical:Borvelia:primary_balance_shock,Outputs!F14,output_delta[year=5],4.029078971059256,4.029078971059242,1.4210854715202004e-14,3.527072767071113e-15,True,False,False
canonical:Litellia:baseline,Outputs!B12,output_baseline[year=1],81.3864734299517,81.3864734299517,0.0,0.0,True,False,False
canonical:Litellia:baseline,Outputs!C12,output_baseline[year=2],82.27964479917854,82.27964479917854,0.0,0.0,True,False,False
canonical:Litellia:baseline,Outputs!D12,output_baseline[year=3],82.67713100593787,82.67713100593787,0.0,0.0,True,False,False
canonical:Litellia:baseline,Outputs!E12,output_baseline[year=4],82.57653743591824,82.57653743591824,0.0,0.0,True,False,False
canonical:Litellia:baseline,Outputs!F12,output_baseline[year=5],81.97545790662316,81.97545790662316,0.0,0.0,True,False,False
canonical:Litellia:baseline,Outputs!B13,output_shocked[year=1],81.3864734299517,81.38647342995169,1.4210854715202004e-14,1.7460954033636933e-16,True,False,False
canonical:Litellia:baseline,Outputs!C13,output_shocked[year=2],82.27964479917854,82.27964479917853,1.4210854715202004e-14,1.7271409897170438e-16,True,False,False
canonical:Litellia:baseline,Outputs!D13,output_shocked[year=3],82.67713100593787,82.67713100593785,1.4210854715202004e-14,1.7188374272664808e-16,True,False,False
canonical:Litellia:baseline,Outputs!E13,output_shocked[year=4],82.57653743591824,82.57653743591823,1.4210854715202004e-14,1.7209312907107584e-16,True,False,False
canonical:Litellia:baseline,Outputs!F13,output_shocked[year=5],81.97545790662316,81.97545790662315,1.4210854715202004e-14,1.7335499036052162e-16,True,False,False
canonical:Litellia:baseline,Outputs!B14,output_delta[year=1],0.0,-1.4210854715202004e-14,1.4210854715202004e-14,inf,True,False,False
canonical:Litellia:baseline,Outputs!C14,output_delta[year=2],0.0,-1.4210854715202004e-14,1.4210854715202004e-14,inf,True,False,False
canonical:Litellia:baseline,Outputs!D14,output_delta[year=3],0.0,-1.4210854715202004e-14,1.4210854715202004e-14,inf,True,False,False
canonical:Litellia:baseline,Outputs!E14,output_delta[year=4],0.0,-1.4210854715202004e-14,1.4210854715202004e-14,inf,True,False,False
canonical:Litellia:baseline,Outputs!F14,output_delta[year=5],0.0,-1.4210854715202004e-14,1.4210854715202004e-14,inf,True,False,False
canonical:Litellia:growth_shock,Outputs!B12,output_baseline[year=1],81.3864734299517,81.3864734299517,0.0,0.0,True,False,False
canonical:Litellia:growth_shock,Outputs!C12,output_baseline[year=2],82.27964479917854,82.27964479917854,0.0,0.0,True,False,False
canonical:Litellia:growth_shock,Outputs!D12,output_baseline[year=3],82.67713100593787,82.67713100593787,0.0,0.0,True,False,False
canonical:Litellia:growth_shock,Outputs!E12,output_baseline[year=4],82.57653743591824,82.57653743591824,0.0,0.0,True,False,False
canonical:Litellia:growth_shock,Outputs!F12,output_baseline[year=5],81.97545790662316,81.97545790662316,0.0,0.0,True,False,False
canonical:Litellia:growth_shock,Outputs!B13,output_shocked[year=1],81.3864734299517,81.38647342995169,1.4210854715202004e-14,1.7460954033636933e-16,True,False,False
canonical:Litellia:growth_shock,Outputs!C13,output_shocked[year=2],83.89106637157614,83.89106637157613,1.4210854715202004e-14,1.6939652015219712e-16,True,False,False
canonical:Litellia:growth_shock,Outputs!D13,output_shocked[year=3],85.95734879452138,85.95734879452137,1.4210854715202004e-14,1.6532448841776928e-16,True,False,False
canonical:Litellia:growth_shock,Outputs!E13,output_shocked[year=4],87.57452487320418,87.57452487320417,1.4210854715202004e-14,1.6227155940357495e-16,True,False,False
canonical:Litellia:growth_shock,Outputs!F13,output_shocked[year=5],88.73153287500725,88.73153287500723,1.4210854715202004e-14,1.6015563187914603e-16,True,False,False
canonical:Litellia:growth_shock,Outputs!B14,output_delta[year=1],0.0,-1.4210854715202004e-14,1.4210854715202004e-14,inf,True,False,False
canonical:Litellia:growth_shock,Outputs!C14,output_delta[year=2],1.611421572397603,1.6114215723975889,1.4210854715202004e-14,8.818831123166576e-15,True,False,False
canonical:Litellia:growth_shock,Outputs!D14,output_delta[year=3],3.2802177885835135,3.2802177885834993,1.4210854715202004e-14,4.33228999753051e-15,True,False,False
canonical:Litellia:growth_shock,Outputs!E14,output_delta[year=4],4.997987437285943,4.9979874372859285,1.4210854715202004e-14,2.8433154131573655e-15,True,False,False
canonical:Litellia:growth_shock,Outputs!F14,output_delta[year=5],6.756074968384084,6.75607496838407,1.4210854715202004e-14,2.1034187426432528e-15,True,False,False
canonical:Litellia:interest_shock,Outputs!B12,output_baseline[year=1],81.3864734299517,81.3864734299517,0.0,0.0,True,False,False
canonical:Litellia:interest_shock,Outputs!C12,output_baseline[year=2],82.27964479917854,82.27964479917854,0.0,0.0,True,False,False
canonical:Litellia:interest_shock,Outputs!D12,output_baseline[year=3],82.67713100593787,82.67713100593787,0.0,0.0,True,False,False
canonical:Litellia:interest_shock,Outputs!E12,output_baseline[year=4],82.57653743591824,82.57653743591824,0.0,0.0,True,False,False
canonical:Litellia:interest_shock,Outputs!F12,output_baseline[year=5],81.97545790662316,81.97545790662316,0.0,0.0,True,False,False
canonical:Litellia:interest_shock,Outputs!B13,output_shocked[year=1],81.3864734299517,81.38647342995169,1.4210854715202004e-14,1.7460954033636933e-16,True,False,False
canonical:Litellia:interest_shock,Outputs!C13,output_shocked[year=2],83.85233027608582,83.8523302760858,2.842170943040401e-14,3.389495478160815e-16,True,False,False
canonical:Litellia:interest_shock,Outputs!D13,output_shocked[year=3],85.87774888178839,85.87774888178836,2.842170943040401e-14,3.3095545470721155e-16,True,False,False
canonical:Litellia:interest_shock,Outputs!E13,output_shocked[year=4],87.45209064221808,87.45209064221804,4.263256414560601e-14,4.874962260196083e-16,True,False,False
canonical:Litellia:interest_shock,Outputs!F13,output_shocked[year=5],88.56445998140211,88.56445998140207,4.263256414560601e-14,4.813732749520354e-16,True,False,False
canonical:Litellia:interest_shock,Outputs!B14,output_delta[year=1],0.0,-1.4210854715202004e-14,1.4210854715202004e-14,inf,True,False,False
canonical:Litellia:interest_shock,Outputs!C14,output_delta[year=2],1.5726854769072816,1.5726854769072531,2.842170943040401e-14,1.8072087424814202e-14,True,False,False
canonical:Litellia:interest_shock,Outputs!D14,output_delta[year=3],3.2006178758505257,3.2006178758504973,2.842170943040401e-14,8.880069578081475e-15,True,False,False
canonical:Litellia:interest_shock,Outputs!E14,output_delta[year=4],4.875553206299841,4.875553206299799,4.263256414560601e-14,8.744149092767414e-15,True,False,False
canonical:Litellia:interest_shock,Outputs!F14,output_delta[year=5],6.589002074778946,6.589002074778904,4.263256414560601e-14,6.4702611505910455e-15,True,False,False
canonical:Litellia:primary_balance_shock,Outputs!B12,output_baseline[year=1],81.3864734299517,81.3864734299517,0.0,0.0,True,False,False
canonical:Litellia:primary_balance_shock,Outputs!C12,output_baseline[year=2],82.27964479917854,82.27964479917854,0.0,0.0,True,False,False
canonical:Litellia:primary_balance_shock,Outputs!D12,output_baseline[year=3],82.67713100593787,82.67713100593787,0.0,0.0,True,False,False
canonical:Litellia:primary_balance_shock,Outputs!E12,output_baseline[year=4],82.57653743591824,82.57653743591824,0.0,0.0,True,False,False
canonical:Litellia:primary_balance_shock,Outputs!F12,output_baseline[year=5],81.97545790662316,81.97545790662316,0.0,0.0,True,False,False
canonical:Litellia:primary_balance_shock,Outputs!B13,output_shocked[year=1],81.3864734299517,81.38647342995169,1.4210854715202004e-14,1.7460954033636933e-16,True,False,False
canonical:Litellia:primary_balance_shock,Outputs!C13,output_shocked[year=2],83.27964479917854,83.27964479917853,1.4210854715202004e-14,1.7064019364480018e-16,True,False,False
canonical:Litellia:primary_balance_shock,Outputs!D13,output_shocked[year=3],84.68196192381227,84.68196192381225,1.4210854715202004e-14,1.6781442461131692e-16,True,False,False
canonical:Litellia:primary_balance_shock,Outputs!E13,output_shocked[year=4],85.59105352730894,85.59105352730893,1.4210854715202004e-14,1.6603201070153722e-16,True,False,False
canonical:Litellia:primary_balance_shock,Outputs!F13,output_shocked[year=5],86.00453687768243,86.00453687768241,1.4210854715202004e-14,1.6523377988085674e-16,True,False,False
canonical:Litellia:primary_balance_shock,Outputs!B14,output_delta[year=1],0.0,-1.4210854715202004e-14,1.4210854715202004e-14,inf,True,False,False
canonical:Litellia:primary_balance_shock,Outputs!C14,output_delta[year=2],1.0,0.9999999999999858,1.4210854715202004e-14,1.4210854715202004e-14,True,False,False
canonical:Litellia:primary_balance_shock,Outputs!D14,output_delta[year=3],2.0048309178744006,2.0048309178743864,1.4210854715202004e-14,7.088305845895924e-15,True,False,False
canonical:Litellia:primary_balance_shock,Outputs!E14,output_delta[year=4],3.0145160913907034,3.014516091390689,1.4210854715202004e-14,4.714141269899817e-15,True,False,False
canonical:Litellia:primary_balance_shock,Outputs!F14,output_delta[year=5],4.029078971059263,4.029078971059249,1.4210854715202004e-14,3.527072767071107e-15,True,False,False
canonical:Aurelium:baseline,Outputs!B12,output_baseline[year=1],41.19323671497585,41.19323671497585,0.0,0.0,True,False,False
canonical:Aurelium:baseline,Outputs!C12,output_baseline[year=2],41.89223785852647,41.89223785852647,0.0,0.0,True,False,False
canonical:Aurelium:baseline,Outputs!D12,output_baseline[year=3],42.09461581919568,42.09461581919568,0.0,0.0,True,False,False
canonical:Aurelium:baseline,Outputs!E12,output_baseline[year=4],41.79797145117248,41.79797145117248,0.0,0.0,True,False,False
canonical:Aurelium:baseline,Outputs!F12,output_baseline[year=5],40.99989401856945,40.99989401856945,0.0,0.0,True,False,False
canonical:Aurelium:baseline,Outputs!B13,output_shocked[year=1],41.19323671497585,41.193236714975846,7.105427357601002e-15,1.724901446022525e-16,True,False,False
canonical:Aurelium:baseline,Outputs!C13,output_shocked[year=2],41.89223785852647,41.892237858526464,7.105427357601002e-15,1.6961202649513768e-16,True,False,False
canonical:Aurelium:baseline,Outputs!D13,output_shocked[year=3],42.09461581919568,42.094615819195674,7.105427357601002e-15,1.687965840600649e-16,True,False,False
canonical:Aurelium:baseline,Outputs!E13,output_shocked[year=4],41.79797145117248,41.797971451172465,1.4210854715202004e-14,3.399891004711276e-16,True,False,False
canonical:Aurelium:baseline,Outputs!F13,output_shocked[year=5],40.99989401856945,40.99989401856944,7.105427357601002e-15,1.7330355425755126e-16,True,False,False
canonical:Aurelium:baseline,Outputs!B14,output_delta[year=1],0.0,-7.105427357601002e-15,7.105427357601002e-15,inf,True,False,False
canonical:Aurelium:baseline,Outputs!C14,output_delta[year=2],0.0,-7.105427357601002e-15,7.105427357601002e-15,inf,True,False,False
canonical:Aurelium:baseline,Outputs!D14,output_delta[year=3],0.0,-7.105427357601002e-15,7.105427357601002e-15,inf,True,False,False
canonical:Aurelium:baseline,Outputs!E14,output_delta[year=4],0.0,-1.4210854715202004e-14,1.4210854715202004e-14,inf,True,False,False
canonical:Aurelium:baseline,Outputs!F14,output_delta[year=5],0.0,-7.105427357601002e-15,7.105427357601002e-15,inf,True,False,False
canonical:Aurelium:growth_shock,Outputs!B12,output_baseline[year=1],41.19323671497585,41.19323671497585,0.0,0.0,True,False,False
canonical:Aurelium:growth_shock,Outputs!C12,output_baseline[year=2],41.89223785852647,41.89223785852647,0.0,0.0,True,False,False
canonical:Aurelium:growth_shock,Outputs!D12,output_baseline[year=3],42.09461581919568,42.09461581919568,0.0,0.0,True,False,False
canonical:Aurelium:growth_shock,Outputs!E12,output_baseline[year=4],41.79797145117248,41.79797145117248,0.0,0.0,True,False,False
canonical:Aurelium:growth_shock,Outputs!F12,output_baseline[year=5],40.99989401856945,40.99989401856945,0.0,0.0,True,False,False
canonical:Aurelium:growth_shock,Outputs!B13,output_shocked[year=1],41.19323671497585,41.193236714975846,7.105427357601002e-15,1.724901446022525e-16,True,False,False
canonical:Aurelium:growth_shock,Outputs!C13,output_shocked[year=2],42.70784845672404,42.70784845672403,7.105427357601002e-15,1.6637287089751075e-16,True,False,False
canonical:Aurelium:growth_shock,Outputs!D13,output_shocked[year=3],43.75976590639705,43.75976590639704,7.105427357601002e-15,1.623735230393975e-16,True,False,False
canonical:Aurelium:growth_shock,Outputs!E13,output_shocked[year=4],44.33759265286004,44.33759265286003,7.105427357601002e-15,1.6025740082987252e-16,True,False,False
canonical:Aurelium:growth_shock,Outputs!F13,output_shocked[year=5],44.4296515851965,44.429651585196495,7.105427357601002e-15,1.599253449911918e-16,True,False,False
canonical:Aurelium:growth_shock,Outputs!B14,output_delta[year=1],0.0,-7.105427357601002e-15,7.105427357601002e-15,inf,True,False,False
canonical:Aurelium:growth_shock,Outputs!C14,output_delta[year=2],0.8156105981975657,0.8156105981975585,7.105427357601002e-15,8.711788901840448e-15,True,False,False
canonical:Aurelium:growth_shock,Outputs!D14,output_delta[year=3],1.6651500872013685,1.6651500872013614,7.105427357601002e-15,4.2671392880524976e-15,True,False,False
canonical:Aurelium:growth_shock,Outputs!E14,output_delta[year=4],2.5396212016875594,2.5396212016875523,7.105427357601002e-15,2.79782959477559e-15,True,False,False
canonical:Aurelium:growth_shock,Outputs!F14,output_delta[year=5],3.4297575666270532,3.429757566627046,7.105427357601002e-15,2.0716995937962852e-15,True,False,False
canonical:Aurelium:interest_shock,Outputs!B12,output_baseline[year=1],41.19323671497585,41.19323671497585,0.0,0.0,True,False,False
canonical:Aurelium:interest_shock,Outputs!C12,output_baseline[year=2],41.89223785852647,41.89223785852647,0.0,0.0,True,False,False
canonical:Aurelium:interest_shock,Outputs!D12,output_baseline[year=3],42.09461581919568,42.09461581919568,0.0,0.0,True,False,False
canonical:Aurelium:interest_shock,Outputs!E12,output_baseline[year=4],41.79797145117248,41.79797145117248,0.0,0.0,True,False,False
canonical:Aurelium:interest_shock,Outputs!F12,output_baseline[year=5],40.99989401856945,40.99989401856945,0.0,0.0,True,False,False
canonical:Aurelium:interest_shock,Outputs!B13,output_shocked[year=1],41.19323671497585,41.193236714975846,7.105427357601002e-15,1.724901446022525e-16,True,False,False
canonical:Aurelium:interest_shock,Outputs!C13,output_shocked[year=2],42.6882424327289,42.68824243272889,7.105427357601002e-15,1.6644928328446008e-16,True,False,False
canonical:Aurelium:interest_shock,Outputs!D13,output_shocked[year=3],43.71935939970303,43.71935939970302,7.105427357601002e-15,1.6252359264095864e-16,True,False,False
canonical:Aurelium:interest_shock,Outputs!E13,output_shocked[year=4],44.27538257360891,44.2753825736089,7.105427357601002e-15,1.6048257394022636e-16,True,False,False
canonical:Aurelium:interest_shock,Outputs!F13,output_shocked[year=5],44.344836258961784,44.34483625896178,7.105427357601002e-15,1.6023122322759833e-16,True,False,False
canonical:Aurelium:interest_shock,Outputs!B14,output_delta[year=1],0.0,-7.105427357601002e-15,7.105427357601002e-15,inf,True,False,False
canonical:Aurelium:interest_shock,Outputs!C14,output_delta[year=2],0.7960045742024278,0.7960045742024207,7.105427357601002e-15,8.926364983166615e-15,True,False,False
canonical:Aurelium:interest_shock,Outputs!D14,output_delta[year=3],1.6247435805073493,1.6247435805073422,7.105427357601002e-15,4.3732607673281165e-15,True,False,False
canonical:Aurelium:interest_shock,Outputs!E14,output_delta[year=4],2.477411122436429,2.477411122436422,7.105427357601002e-15,2.868085677524978e-15,True,False,False
canonical:Aurelium:interest_shock,Outputs!F14,output_delta[year=5],3.344942240392335,3.344942240392328,7.105427357601002e-15,2.124230209956508e-15,True,False,False
canonical:Aurelium:primary_balance_shock,Outputs!B12,output_baseline[year=1],41.19323671497585,41.19323671497585,0.0,0.0,True,False,False
canonical:Aurelium:primary_balance_shock,Outputs!C12,output_baseline[year=2],41.89223785852647,41.89223785852647,0.0,0.0,True,False,False
canonical:Aurelium:primary_balance_shock,Outputs!D12,output_baseline[year=3],42.09461581919568,42.09461581919568,0.0,0.0,True,False,False
canonical:Aurelium:primary_balance_shock,Outputs!E12,output_baseline[year=4],41.79797145117248,41.79797145117248,0.0,0.0,True,False,False
canonical:Aurelium:primary_balance_shock,Outputs!F12,output_baseline[year=5],40.99989401856945,40.99989401856945,0.0,0.0,True,False,False
canonical:Aurelium:primary_balance_shock,Outputs!B13,output_shocked[year=1],41.19323671497585,41.193236714975846,7.105427357601002e-15,1.724901446022525e-16,True,False,False
canonical:Aurelium:primary_balance_shock,Outputs!C13,output_shocked[year=2],42.89223785852647,42.892237858526464,7.105427357601002e-15,1.656576507161313e-16,True,False,False
canonical:Aurelium:primary_balance_shock,Outputs!D13,output_shocked[year=3],44.09944673707008,44.099446737070075,7.105427357601002e-15,1.6112282314934726e-16,True,False,False
canonical:Aurelium:primary_balance_shock,Outputs!E13,output_shocked[year=4],44.81248754256318,44.812487542563176,7.105427357601002e-15,1.5855909250412002e-16,True,False,False
canonical:Aurelium:primary_balance_shock,Outputs!F13,output_shocked[year=5],45.02897298962871,45.028972989628706,7.105427357601002e-15,1.5779678917477325e-16,True,False,False
canonical:Aurelium:primary_balance_shock,Outputs!B14,output_delta[year=1],0.0,-7.105427357601002e-15,7.105427357601002e-15,inf,True,False,False
canonical:Aurelium:primary_balance_shock,Outputs!C14,output_delta[year=2],1.0,0.9999999999999929,7.105427357601002e-15,7.105427357601002e-15,True,False,False
canonical:Aurelium:primary_balance_shock,Outputs!D14,output_delta[year=3],2.0048309178744006,2.0048309178743935,7.105427357601002e-15,3.544152922947962e-15,True,False,False
canonical:Aurelium:primary_balance_shock,Outputs!E14,output_delta[year=4],3.0145160913907034,3.0145160913906963,7.105427357601002e-15,2.3570706349499087e-15,True,False,False
canonical:Aurelium:primary_balance_shock,Outputs!F14,output_delta[year=5],4.029078971059263,4.029078971059256,7.105427357601002e-15,1.7635363835355534e-15,True,False,False
single_axis:country=Borvelia,Outputs!B12,output_baseline[year=1],61.28985507246378,61.28985507246378,0.0,0.0,True,False,False
single_axis:country=Borvelia,Outputs!C12,output_baseline[year=2],62.0859413288525,62.0859413288525,0.0,0.0,True,False,False
single_axis:country=Borvelia,Outputs!D12,output_baseline[year=3],62.38587341256677,62.38587341256677,0.0,0.0,True,False,False
single_axis:country=Borvelia,Outputs!E12,output_baseline[year=4],62.18725444354536,62.18725444354536,0.0,0.0,True,False,False
single_axis:country=Borvelia,Outputs!F12,output_baseline[year=5],61.487675962596306,61.487675962596306,0.0,0.0,True,False,False
single_axis:country=Borvelia,Outputs!B13,output_shocked[year=1],61.28985507246378,61.289855072463766,1.4210854715202004e-14,2.3186308237146796e-16,True,False,False
single_axis:country=Borvelia,Outputs!C13,output_shocked[year=2],62.0859413288525,62.08594132885249,7.105427357601002e-15,1.1444502902783528e-16,True,False,False
single_axis:country=Borvelia,Outputs!D13,output_shocked[year=3],62.38587341256677,62.38587341256677,0.0,0.0,True,False,False
single_axis:country=Borvelia,Outputs!E13,output_shocked[year=4],62.18725444354536,62.18725444354536,0.0,0.0,True,False,False
single_axis:country=Borvelia,Outputs!F13,output_shocked[year=5],61.487675962596306,61.487675962596306,0.0,0.0,True,False,False
single_axis:country=Borvelia,Outputs!B14,output_delta[year=1],0.0,-1.4210854715202004e-14,1.4210854715202004e-14,inf,True,False,False
single_axis:country=Borvelia,Outputs!C14,output_delta[year=2],0.0,-7.105427357601002e-15,7.105427357601002e-15,inf,True,False,False
single_axis:country=Borvelia,Outputs!D14,output_delta[year=3],0.0,0.0,0.0,inf,True,False,False
single_axis:country=Borvelia,Outputs!E14,output_delta[year=4],0.0,0.0,0.0,inf,True,False,False
single_axis:country=Borvelia,Outputs!F14,output_delta[year=5],0.0,0.0,0.0,inf,True,False,False
